,jurisdiction,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,incarcerated_total,incarcerated_white,incarcerated_black,incarcerated_hispanic,incarcerated_amerind,incarcerated_asian,incarcerated_other,incarcerated_unknown,incarcerated_nonwhite,Year
439,New Mexico,"2,009,671","12,709",198,"1,069",,"1,932","9,510","74,639","21,955","46,182",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
440,New York,"19,541,453","75,110",781,"2,582",,"28,141","43,606","377,537","62,769","292,897",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
441,North Carolina,"9,380,884","37,946",489,"2,306",,"11,825","23,326","343,707","107,830","215,923",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
442,North Dakota,"646,844","1,723",12,296,,107,"1,308","12,813","2,426","9,474",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
443,Ohio,"11,542,645","38,305",527,"4,119",,"17,670","15,989","376,446","104,009","249,777",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
444,Oklahoma,"3,687,050","18,560",234,"1,535",,"3,358","13,433","132,350","38,071","83,813",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
445,Oregon,"3,825,657","9,968",88,"1,202",,"2,499","6,179","114,780","19,739","85,064",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
446,Pennsylvania,"12,604,767","48,188",664,"3,626",,"17,504","26,394","277,182","54,772","204,588",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
447,Rhode Island,"1,053,209","2,678",32,296,,785,"1,565","27,558","5,753","19,403",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
448,South Carolina,"4,561,242","30,799",305,"1,663",,"5,753","23,078","178,310","45,443","119,250",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
449,South Dakota,"812,383","1,777",30,501,,117,"1,129","14,378","2,621","10,891",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
450,Tennessee,"6,296,254","41,933",468,"2,019",,"9,653","29,793","237,157","63,832","158,309",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
451,Texas,"24,782,302","121,684","1,330","8,311",,"38,022","74,021","995,082","240,058","678,455",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
452,Utah,"2,784,572","5,998",39,941,,"1,304","3,714","91,751","15,258","69,556",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
453,Vermont,"621,760",837,8,132,,111,586,"15,010","3,471","11,090",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
454,Virginia,"7,882,590","18,195",370,"1,572",,"6,342","9,911","194,020","31,956","150,374",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
455,Washington,"6,664,195","22,412",190,"2,583",,"6,711","12,928","245,215","53,047","168,421",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
456,West Virginia,"1,819,777","5,554",84,470,,914,"4,086","46,215","12,005","31,453",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
457,Wisconsin,"5,654,774","14,650",146,"1,118",,"4,904","8,482","147,692","26,813","111,947",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
458,Wyoming,"544,270","1,196",11,172,,78,935,"14,243","2,176","11,310",28480.703812316715,11755.768328445747,12712.917933130699,5486.122222222222,266.7469387755102,113.31330472103004,627.2918918918919,72.10738255033557,16724.935483870966,2009
459,Alaska,"714,146","4,537",31,533,,594,"3,379","20,259","3,105","15,535",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
460,Arizona,"6,413,158","26,528",408,"2,191",,"6,953","16,976","226,802","50,932","154,137",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
461,Alabama,"4,785,401","18,363",275,"1,355",,"4,864","11,869","168,828","42,484","115,564",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
462,Arkansas,"2,921,588","14,711",134,"1,321",,"2,369","10,887","103,820","32,463","65,796",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
463,California,"37,338,198","164,133","1,809","8,331",,"58,116","95,877","981,939","228,857","600,558",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
464,Colorado,"5,047,692","16,339",129,"2,230",,"3,164","10,816","135,001","26,196","97,534",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
465,Connecticut,"3,575,498","10,083",133,595,,"3,553","5,802","78,259","15,145","56,413",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
466,Delaware,"899,792","5,608",51,326,,"1,839","3,392","31,078","7,550","21,593",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
467,DC,"604,912","8,026",132,187,,"4,325","3,382","28,802","4,233","19,514",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
468,Florida,"18,838,613","101,969",987,"5,373",,"26,086","69,523","669,035","169,119","458,454",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
469,Georgia,"9,712,157","39,068",555,"2,107",,"12,372","24,034","353,449","96,947","226,161",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
470,Hawaii,"1,363,359","3,603",25,377,,"1,065","2,136","45,667","8,706","31,681",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
471,Idaho,"1,571,102","3,464",22,533,,213,"2,696","31,436","6,513","23,594",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
472,Illinois,"12,841,980","57,132",704,"3,066",,"20,386","32,976","349,064","77,472","242,681",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
473,Indiana,"6,490,622","20,983",268,"1,760",,"6,559","12,396","199,274","48,570","137,204",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
474,Iowa,"3,050,202","8,191",38,883,,"1,012","6,258","68,740","16,746","48,194",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
475,Kansas,"2,859,143","10,602",97,"1,146",,"1,538","7,821","89,109","19,315","63,774",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
476,Kentucky,"4,347,223","10,604",188,"1,438",,"3,748","5,230","111,170","30,443","74,488",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
477,Louisiana,"4,545,343","25,241",500,"1,230",,"5,297","18,214","165,667","45,437","110,260",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
478,Maine,"1,327,379","1,621",24,389,,412,796,"32,900","7,364","24,547",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
479,Maryland,"5,785,681","31,607",426,"1,228",,"11,054","18,899","173,309","36,704","118,578",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
480,Massachusetts,"6,555,466","30,737",214,"1,784",,"6,897","21,842","154,496","37,903","105,124",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
481,Michigan,"9,877,143","48,693",580,"4,733",,"11,522","31,858","271,501","74,345","169,748",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
482,Minnesota,"5,310,658","12,515",96,"1,798",,"3,388","7,233","136,431","24,415","103,429",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
483,Mississippi,"2,970,072","7,999",204,931,,"2,777","4,087","88,596","30,453","52,784",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
484,Missouri,"5,995,715","27,440",420,"1,445",,"6,185","19,390","200,858","44,197","140,526",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
485,Montana,"990,958","2,733",25,332,,154,"2,222","25,409","3,692","20,166",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
486,Nebraska,"1,830,141","5,093",54,674,,"1,020","3,345","48,827","8,318","36,896",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
487,Nevada,"2,704,283","17,929",158,965,,"5,298","11,508","75,004","22,286","42,533",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
488,New Hampshire,"1,316,807","2,204",13,411,,450,"1,330","29,230","5,444","22,789",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
489,New Jersey,"8,799,593","27,055",371,981,,"11,818","13,885","183,042","38,732","128,754",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
490,New Mexico,"2,065,913","12,147",140,959,,"1,616","9,432","70,776","21,023","44,503",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
491,New York,"19,395,206","76,492",868,"2,797",,"28,630","44,197","379,710","65,839","293,232",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
492,North Carolina,"9,560,234","34,679",474,"2,002",,"9,620","22,583","329,202","102,826","208,057",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
493,North Dakota,"674,629","1,548",10,245,,90,"1,203","12,010","2,000","9,137",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
494,Ohio,"11,537,968","36,306",479,"3,730",,"16,486","15,611","376,836","107,125","248,581",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
495,Oklahoma,"3,760,184","18,100",195,"1,469",,"3,345","13,091","129,464","37,848","81,303",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
496,Oregon,"3,838,332","9,648",96,"1,239",,"2,421","5,892","116,657","20,035","87,494",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
497,Pennsylvania,"12,717,722","46,612",653,"3,472",,"16,375","26,112","276,366","55,206","204,440",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
498,Rhode Island,"1,052,528","2,709",29,298,,782,"1,600","26,959","6,124","18,432",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
499,South Carolina,"4,637,106","27,923",265,"1,551",,"5,017","21,090","181,098","46,261","121,544",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
500,South Dakota,"816,598","2,196",23,385,,154,"1,634","15,188","3,192","11,196",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
501,Tennessee,"6,357,436","38,909",359,"2,173",,"8,361","28,016","232,855","64,293","153,729",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
502,Texas,"25,253,466","113,231","1,249","7,622",,"32,843","71,517","951,246","228,597","654,626",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
503,Utah,"2,775,479","5,925",53,983,,"1,269","3,620","88,316","15,095","67,242",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
504,Vermont,"625,909",820,7,141,,76,596,"14,160","3,348","10,373",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
505,Virginia,"8,023,953","17,184",376,"1,580",,"5,678","9,550","187,403","30,804","145,990",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
506,Washington,"6,742,950","21,138",154,"2,579",,"5,929","12,476","249,426","55,192","168,490",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
507,West Virginia,"1,854,368","5,586",58,362,,776,"4,390","41,301","10,778","28,104",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
508,Wisconsin,"5,691,659","14,167",155,"1,191",,"4,516","8,305","142,781","26,636","107,993",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
509,Wyoming,"564,554","1,117",8,162,,77,870,"13,869","2,151","11,126",28577.37089201878,11574.359154929578,12406.21497584541,6132.40243902439,339.1666666666667,126.43333333333334,578.8780487804878,47.32738095238095,17003.0117370892,2010
510,Alaska,"723,860","4,416",30,436,,576,"3,374","19,094","2,852","14,854",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
511,Arizona,"6,467,315","26,789",397,"2,499",,"7,145","16,748","229,896","54,695","155,400",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
512,Alabama,"4,803,689","20,166",299,"1,370",,"4,906","13,591","173,192","51,119","111,411",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
513,Arkansas,"2,938,582","14,173",160,"1,230",,"2,357","10,426","110,430","34,016","70,645",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
514,California,"37,683,933","154,943","1,792","7,665",,"54,291","91,195","973,822","230,075","596,905",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
515,Colorado,"5,116,302","16,085",155,"2,285",,"3,299","10,346","132,781","25,725","96,054",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
516,Connecticut,"3,586,717","9,889",129,689,,"3,689","5,382","77,205","15,468","55,067",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
517,Delaware,"908,137","5,144",48,307,,"1,558","3,231","31,163","7,617","22,001",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
518,DC,"619,020","7,433",108,173,,"4,094","3,058","29,654","3,850","21,347",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
519,Florida,"19,082,262","98,198",984,"5,273",,"25,622","66,319","671,200","170,171","461,408",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
520,Georgia,"9,812,460","36,762",549,"2,066",,"12,266","21,881","357,235","96,014","231,543",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
521,Hawaii,"1,378,129","3,465",20,353,,994,"2,098","43,874","8,165","31,240",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
522,Idaho,"1,583,744","3,202",35,444,,188,"2,535","32,875","6,915","24,629",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
523,Illinois,"12,859,752","54,523",781,"3,030",,"20,217","30,495","344,468","77,719","237,362",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
524,Indiana,"6,516,353","21,619",306,"1,758",,"6,977","12,578","206,016","50,571","140,630",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
525,Iowa,"3,064,097","7,883",44,866,,824,"6,149","72,043","17,573","50,472",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
526,Kansas,"2,870,386","10,209",111,"1,122",,"1,448","7,528","88,655","18,712","63,259",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
527,Kentucky,"4,366,814","10,465",151,"1,499",,"3,705","5,110","119,037","32,750","79,586",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
528,Louisiana,"4,574,766","25,373",506,"1,262",,"5,235","18,370","168,529","46,242","113,174",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
529,Maine,"1,328,544","1,638",26,394,,370,848,"33,829","7,865","24,886",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
530,Maryland,"5,839,572","28,817",399,"1,200",,"10,342","16,876","166,846","35,823","114,951",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
531,Massachusetts,"6,607,003","28,232",184,"1,654",,"6,768","19,626","148,829","36,403","101,644",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
532,Michigan,"9,876,801","43,731",617,"4,344",,"10,263","28,507","251,329","69,755","156,666",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
533,Minnesota,"5,347,299","12,323",75,"2,113",,"3,385","6,750","136,183","25,681","102,354",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
534,Mississippi,"2,977,457","8,009",232,863,,"2,496","4,418","89,809","30,722","54,179",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
535,Missouri,"6,008,984","26,888",366,"1,469",,"6,275","18,778","199,085","44,875","138,879",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
536,Montana,"997,667","2,755",29,366,,171,"2,189","23,885","3,347","19,089",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
537,Nebraska,"1,842,234","4,672",68,699,,993,"2,912","50,894","8,725","38,060",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
538,Nevada,"2,720,028","15,452",139,913,,"4,308","10,092","70,075","20,342","40,156",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
539,New Hampshire,"1,317,807","2,864",16,581,,509,"1,758","32,756","6,244","25,398",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
540,New Jersey,"8,834,773","27,203",380,"1,006",,"12,209","13,608","189,719","43,238","129,066",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
541,New Mexico,"2,078,674","11,904",158,856,,"1,720","9,170","73,549","21,419","46,730",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
542,New York,"19,501,616","77,463",769,"2,751",,"28,405","45,538","371,837","65,227","287,361",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
543,North Carolina,"9,651,103","33,421",498,"1,959",,"9,448","21,516","337,806","105,534","215,453",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
544,North Dakota,"684,740","1,699",24,266,,91,"1,318","13,334","2,458","9,891",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
545,Ohio,"11,541,007","35,218",500,"3,679",,"15,991","15,048","380,572","112,901","246,744",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
546,Oklahoma,"3,784,163","17,311",212,"1,410",,"3,288","12,401","127,618","36,462","80,064",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
547,Oregon,"3,868,229","9,643",84,"1,239",,"2,237","6,083","121,869","20,704","92,059",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
548,Pennsylvania,"12,743,948","46,189",639,"3,339",,"16,165","26,046","283,442","57,966","208,604",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
549,Rhode Island,"1,050,646","2,586",20,319,,744,"1,503","27,976","6,836","18,765",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
550,South Carolina,"4,673,348","27,894",320,"1,678",,"4,631","21,265","183,243","47,351","122,255",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
551,South Dakota,"823,593","2,105",20,503,,167,"1,415","15,299","2,927","11,423",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
552,Tennessee,"6,399,787","38,895",380,"2,095",,"8,082","28,338","230,900","62,830","153,928",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
553,Texas,"25,631,778","104,734","1,130","7,486",,"28,620","67,498","892,810","215,755","613,131",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
554,Utah,"2,814,347","5,547",50,901,,"1,079","3,517","84,084","13,170","64,727",33740.696842105266,14670.24,14628.38444924406,5652.393501805054,509.4903047091413,247.42433234421364,546.5123674911661,35.838541666666664,19070.456842105265,2011
